title,release_date,type,runtime,season_count,episode_count,genre,director,cast,country,language,production_company,synopsis,tags,imdb_rating,imdb_review_count,text_input,production_company_is_missing,cast_is_missing,director_is_missing
Holloway,2025-06-18,movie,86.0,1.0,1.0,Documentary,"Sophie Compton, Daisy-May Hudson","Daisy-May Hudson, Sophie Compton",GB,en,"Beehive Films, Power Play Productions, BFI","Holloway — once the largest women's prison in Europe, now abandoned. Six ex-inmates revisit, recounting experiences, giving voice to incarcerated women. They explore vacant cells and corridors, recalling memories from their time inside.",women's prison,0.0,0,"Holloway — once the largest women's prison in Europe, now abandoned. Six ex-inmates revisit, recounting experiences, giving voice to incarcerated women. They explore vacant cells and corridors, recalling memories from their time inside. Documentary",0,0,0
Grenfell: Uncovered,2025-06-19,movie,100.0,1.0,1.0,Documentary,Olaide Sadiq,unknown,GB,en,Rogan Productions,"Survivors, witnesses and experts tell the story of the tragic fire that engulfed a residential tower block in London — and the investigation that ensued.","fire, disaster, grenfell",0.0,0,"Survivors, witnesses and experts tell the story of the tragic fire that engulfed a residential tower block in London — and the investigation that ensued. Documentary",0,1,0
Bound in Heaven,2025-06-25,movie,105.0,1.0,1.0,Drama,Xin Huo,"Ni Ni, Zhou You, Liao Fan",CN,zh,"Alibaba Pictures Group, Shanghai Lingguang Film, Such A Good Film","An exhausted woman rekindles the spirit of a man, whose heart has grown cold and desolate. Together, they embark on a journey of both physical and emotional liberation, bound tightly by desire and passion, navigating through an intense exploration of life and death.","folklore, drama, romance, adventure",0.0,0,"An exhausted woman rekindles the spirit of a man, whose heart has grown cold and desolate. Together, they embark on a journey of both physical and emotional liberation, bound tightly by desire and passion, navigating through an intense exploration of life and death. Drama",0,0,0
Other,2025-07-09,movie,95.0,1.0,1.0,"Horror, Thriller",David Moreau,"Olga Kurylenko, Jean Schatz, Philip Schurer, Ange Nawasadio, Jacqueline Ghaye","BE, FR",fr,"Mediawan, Radar Films, uMedia, Voltage Pictures, Wild Bunch","Alice, who reluctantly returns to her childhood home after the sudden death of her estranged mother, only to discover the house — eerily frozen in time — hides a sinister secret: a high-tech surveillance system tracks her every move as a dark presence lurks in the shadows, driving her toward a terrifying revelation.","action, thriller, family, nostalgic, cyberpunk, noir, horror",0.0,0,"Alice, who reluctantly returns to her childhood home after the sudden death of her estranged mother, only to discover the house — eerily frozen in time — hides a sinister secret: a high-tech surveillance system tracks her every move as a dark presence lurks in the shadows, driving her toward a terrifying revelation. Horror, Thriller",0,0,0
Motherboard,2025-07-25,movie,87.0,1.0,1.0,Documentary,Victoria Mapplebeck,unknown,GB,en,"First Person Films, OKRE, Autlook Filmsales","Joys, sorrows and life's great tragicomedy in a video diary about motherhood and much more, recorded over nearly 20 years by award-winning British director Victoria Mapplebeck. A deeply personal and completely unsentimental film.","action, psychological, dark, drama, comedy",0.0,0,"Joys, sorrows and life's great tragicomedy in a video diary about motherhood and much more, recorded over nearly 20 years by award-winning British director Victoria Mapplebeck. A deeply personal and completely unsentimental film. Documentary",0,1,0
Gyakka,2025-07-11,movie,108.0,1.0,1.0,"Drama, Mystery",Eiji Uchida,"Yukiya Kitamura, Wan Marui, Udai Iwasaki, Maeko Oyama, Reiko Kataoka",JP,ja,KADOKAWA,An assistant director investigates the authenticity of a popular autobiographical novel being adapted into a movie.,"suspense, mystery",0.0,0,"An assistant director investigates the authenticity of a popular autobiographical novel being adapted into a movie. Drama, Mystery",0,0,0
Attack 13,2025-06-13,movie,105.0,1.0,1.0,"Horror, Thriller",Taweewat Wantha,"Korranid Laosubinprasoet, Veerinsara Tangkitsuvanich, Nichapalak Thongkham, Tarisa Preechatangkit, Ramita Rattanapakdee",TH,th,13 Studio,"Bullying is bad, but if they bully you from the time you are still alive until you die and become a ghost, and they don't stop bullying you. how will they survive being bullied to the point of death?","horror, thriller",0.0,0,"Bullying is bad, but if they bully you from the time you are still alive until you die and become a ghost, and they don't stop bullying you. how will they survive being bullied to the point of death? Horror, Thriller",0,0,0
My First of May,2025-08-28,movie,90.0,1.0,1.0,"Drama, Family",James Hung,"Aaron Kwok, Natalie Hsu, Nina Paw Hei-Ching, Gigi Leung, Patrick Tam Yiu-Man",HK,cn,"Entertaining Power, AMTD Digital","Former squash champion Tang Suk-yin’s world falls apart after his newborn daughter is diagnosed with a rare spinal disease. Years later, he’s forced to reconnect with her and face the pain he tried to leave behind.",drama,0.0,0,"Former squash champion Tang Suk-yin’s world falls apart after his newborn daughter is diagnosed with a rare spinal disease. Years later, he’s forced to reconnect with her and face the pain he tried to leave behind. Drama, Family",0,0,0
Red Circle,2025-06-06,movie,119.0,1.0,1.0,"Drama, Crime",Akay Mason,"Folu Storms, Tobi Bakre, Omowunmi Dada, Adebowale Adedayo, Timini Egbuson",NG,en,Rixel Studios,"Fikayo Holloway, a journalist from a wealthy socialite family, is on the verge of uncovering a powerful crime ring in Lagos, whose atrocities have hit close to home.","family, drama, thriller",6.2,4,"Fikayo Holloway, a journalist from a wealthy socialite family, is on the verge of uncovering a powerful crime ring in Lagos, whose atrocities have hit close to home. Drama, Crime",0,0,0
The Strangers' Case,2025-12-25,movie,97.0,1.0,1.0,Drama,Brandt Andersen,"Yasmine Al Massri, Yahya Mahayni, Omar Sy, Ziad Bakri, Constantine Markoulakis",JO,ar,"Philistine Films, SPACE + ART Entertainment, REEL Foundation, Karma Films","Over four centuries ago, William Shakespeare collaborated with others on a play about the historical figure Sir Thomas More. In it, he wrote a speech in which More passionately articulates a defence of refugees, culminating in a poignant reference to their plight. Fast-forward to the present: Aleppo, in the midst of the Syrian civil war. Amira, a paediatric surgeon, performs a life-saving operation during the darkest days of the conflict. Through an unexpected twist of fate, she and her daughter become central characters in a dangerous tale that intricately interweaves the lives of five families spanning four continents and redefines all of their existences. Versions of this story continue to repeat themselves over the centuries. For this reason, Shakespeare aptly named this plight “The Strangers’ Case”.","action, thriller, military, drama, detective, noir",0.0,0,"Over four centuries ago, William Shakespeare collaborated with others on a play about the historical figure Sir Thomas More. In it, he wrote a speech in which More passionately articulates a defence of refugees, culminating in a poignant reference to their plight. Fast-forward to the present: Aleppo, in the midst of the Syrian civil war. Amira, a paediatric surgeon, performs a life-saving operation during the darkest days of the conflict. Through an unexpected twist of fate, she and her daughter become central characters in a dangerous tale that intricately interweaves the lives of five families spanning four continents and redefines all of their existences. Versions of this story continue to repeat themselves over the centuries. For this reason, Shakespeare aptly named this plight “The Strangers’ Case”. Drama",0,0,0
Row,2025-07-10,movie,118.0,1.0,1.0,"Thriller, Mystery",Matthew Losasso,"Bella Dayne, Sophie Skelton, Akshay Khanna, Mark Strepan, Nick Skaugen",GB,en,unknown,"When the sole survivor of an attempted North Atlantic crossing washes ashore, she must piece her memories together and face the terror of what happened far out at sea.","post-apocalyptic, thriller",0.0,0,"When the sole survivor of an attempted North Atlantic crossing washes ashore, she must piece her memories together and face the terror of what happened far out at sea. Thriller, Mystery",1,0,0
Oxy Morons,2025-06-10,movie,90.0,1.0,1.0,"Comedy, Crime",Sarah Cayce,"Jeremy Sumpter, Laura Ashley Samuels, John Pirruccello, Rae Gray",US,en,unknown,A shipping logistics rep named Wayne Poss becomes indebted to a drug dealer after a high-profile smuggling operation goes awry. Wayne uses his position to pay his debt by skimming Pharmaceuticals off a supply chain for a Fortune 500 Company.,"submarine, heist, shipping company, logistics, comedy, crime, pharma",0.0,0,"A shipping logistics rep named Wayne Poss becomes indebted to a drug dealer after a high-profile smuggling operation goes awry. Wayne uses his position to pay his debt by skimming Pharmaceuticals off a supply chain for a Fortune 500 Company. Comedy, Crime",1,0,0
In Cold Light,2025-06-07,movie,96.0,1.0,1.0,"Crime, Thriller",Maxime Giroux,"Maika Monroe, Troy Kotsur, Allan Hawco, Helen Hunt, Jesse Irving",CA,en,"XYZ Films, Lithium Studios, IPR.VC, Peripheria Productions","Fresh out of prison, Ava's attempt to reclaim her drug operation collapses when she witnesses a brutal crime, forcing her to flee for her life and track down who wants her dead in Maxime Giroux’s taut thriller.","post-apocalyptic, military, drama, thriller",8.0,1,"Fresh out of prison, Ava's attempt to reclaim her drug operation collapses when she witnesses a brutal crime, forcing her to flee for her life and track down who wants her dead in Maxime Giroux’s taut thriller. Crime, Thriller",0,0,0
Different,2025-06-11,movie,100.0,1.0,1.0,"Comedy, Romance",Lola Doillon,"Jehnny Beth, Thibaut Évrard, Mireille Perrier, Emmanuelle Schaaff, Irina Muluile",FR,fr,"Ping & Pong Productions, Agat Films & Cie / Ex Nihilo","Katia, a 35-year-old researcher in a documentary production company, has a chaotic way of navigating her relationship with Fred, her boyfriend. When she takes part in a new project, she finally puts her difference into words – and this revelation will turn their life upside down.","comedy, drama, romance",7.25,4,"Katia, a 35-year-old researcher in a documentary production company, has a chaotic way of navigating her relationship with Fred, her boyfriend. When she takes part in a new project, she finally puts her difference into words – and this revelation will turn their life upside down. Comedy, Romance",0,0,0
